id,firstname,surname,year,category,affiliation,city,country,born_date,died_date,gender,born_city,born_country,born_country_code,died_city,died_country,died_country_code,overall_motivation,share,motivation,born_country_original,born_city_original,died_country_original,died_city_original,city_original,country_original
217,Linus,Pauling,1962,Peace,California Institute of Technology (Caltech),Pasadena CA,USA,1901-02-28,1994-08-19,male,Portland OR,USA,US,Big Sur CA,USA,US,NA,1,"""for his fight against the nuclear arms race between East and West""",USA,Portland OR,USA,Big Sur CA,Pasadena CA,USA
293,Emil,von Behring,1901,Medicine,Marburg University,Marburg,Germany,1854-03-15,1917-03-31,male,Lawice,Poland,PL,Marburg,Germany,DE,NA,1,"""for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",Prussia (now Poland),Hansdorf (now Lawice),Germany,Marburg,Marburg,Germany
294,Ronald,Ross,1902,Medicine,University College,Liverpool,United Kingdom,1857-05-13,1932-09-16,male,Almora,India,IN,Putney Heath,United Kingdom,GB,NA,1,"""for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",India,Almora,United Kingdom,Putney Heath,Liverpool,United Kingdom
295,Niels Ryberg,Finsen,1903,Medicine,Finsen Medical Light Institute,Copenhagen,Denmark,1860-12-15,1904-09-24,male,Thorshavn,Faroe Islands (Denmark),DK,Copenhagen,Denmark,DK,NA,1,"""in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science""",Faroe Islands (Denmark),Thorshavn,Denmark,Copenhagen,Copenhagen,Denmark
296,Ivan,Pavlov,1904,Medicine,Military Medical Academy,St. Petersburg,Russia,1849-09-14,1936-02-27,male,Ryazan,Russia,RU,Leningrad,Russia,RU,NA,1,"""in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged""",Russia,Ryazan,Russia,Leningrad,St. Petersburg,Russia
297,Robert,Koch,1905,Medicine,Institute for Infectious Diseases,Berlin,Germany,1843-12-11,1910-05-27,male,Clausthal-Zellerfeld,Germany,DE,Baden-Baden,Germany,DE,NA,1,"""for his investigations and discoveries in relation to tuberculosis""",Germany,Clausthal (now Clausthal-Zellerfeld),Germany,Baden-Baden,Berlin,Germany
298,Camillo,Golgi,1906,Medicine,Pavia University,Pavia,Italy,1843-07-07,1926-01-21,male,Corteno,Italy,IT,Pavia,Italy,IT,NA,2,"""in recognition of their work on the structure of the nervous system""",Italy,Corteno,Italy,Pavia,Pavia,Italy
299,Santiago,Ramón y Cajal,1906,Medicine,Madrid University,Madrid,Spain,1852-05-01,1934-10-17,male,Petilla de Aragón,Spain,ES,Madrid,Spain,ES,NA,2,"""in recognition of their work on the structure of the nervous system""",Spain,Petilla de Aragón,Spain,Madrid,Madrid,Spain
300,Alphonse,Laveran,1907,Medicine,Institut Pasteur,Paris,France,1845-06-18,1922-05-18,male,Paris,France,FR,Paris,France,FR,NA,1,"""in recognition of his work on the role played by protozoa in causing diseases""",France,Paris,France,Paris,Paris,France
301,Ilya,Mechnikov,1908,Medicine,Institut Pasteur,Paris,France,1845-05-15,1916-07-15,male,Kharkiv,Ukraine,UA,Paris,France,FR,NA,2,"""in recognition of their work on immunity""",Russian Empire (now Ukraine),Kharkov (now Kharkiv),France,Paris,Paris,France
302,Paul,Ehrlich,1908,Medicine,Goettingen University,Göttingen,Germany,1854-03-14,1915-08-20,male,Strzelin,Poland,PL,Bad Homburg vor der Höhe,Germany,DE,NA,2,"""in recognition of their work on immunity""",Prussia (now Poland),Strehlen (now Strzelin),Germany,Bad Homburg vor der Höhe,Göttingen,Germany
303,Theodor,Kocher,1909,Medicine,Berne University,Bern,Switzerland,1841-08-25,1917-07-27,male,Bern,Switzerland,CH,Bern,Switzerland,CH,NA,1,"""for his work on the physiology pathology and surgery of the thyroid gland""",Switzerland,Bern,Switzerland,Bern,Bern,Switzerland
304,Albrecht,Kossel,1910,Medicine,University of Heidelberg,Heidelberg,Germany,1853-09-16,1927-07-05,male,Rostock,Germany,DE,Heidelberg,Germany,DE,NA,1,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances""",Mecklenburg (now Germany),Rostock,Germany,Heidelberg,Heidelberg,Germany
305,Allvar,Gullstrand,1911,Medicine,Uppsala University,Uppsala,Sweden,1862-06-05,1930-07-28,male,Landskrona,Sweden,SE,Stockholm,Sweden,SE,NA,1,"""for his work on the dioptrics of the eye""",Sweden,Landskrona,Sweden,Stockholm,Uppsala,Sweden
306,Alexis,Carrel,1912,Medicine,Rockefeller Institute for Medical Research,New York NY,USA,1873-06-28,1944-11-05,male,Sainte-Foy-lès-Lyon,France,FR,Paris,France,FR,NA,1,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",France,Sainte-Foy-lès-Lyon,France,Paris,New York NY,USA
307,Charles,Richet,1913,Medicine,Sorbonne University,Paris,France,1850-08-26,1935-12-04,male,Paris,France,FR,Paris,France,FR,NA,1,"""in recognition of his work on anaphylaxis""",France,Paris,France,Paris,Paris,France
308,Robert,Bárány,1914,Medicine,Vienna University,Vienna,Austria,1876-04-22,1936-04-08,male,Vienna,Austria,AT,Uppsala,Sweden,SE,NA,1,"""for his work on the physiology and pathology of the vestibular apparatus""",Austria,Vienna,Sweden,Uppsala,Vienna,Austria
309,Jules,Bordet,1919,Medicine,Brussels University,Brussels,Belgium,1870-06-13,1961-04-06,male,Soignies,Belgium,BE,Brussels,Belgium,BE,NA,1,"""for his discoveries relating to immunity""",Belgium,Soignies,Belgium,Brussels,Brussels,Belgium
310,August,Krogh,1920,Medicine,Copenhagen University,Copenhagen,Denmark,1874-11-15,1949-09-13,male,Grenå,Denmark,DK,Copenhagen,Denmark,DK,NA,1,"""for his discovery of the capillary motor regulating mechanism""",Denmark,Grenå,Denmark,Copenhagen,Copenhagen,Denmark
311,Archibald V.,Hill,1922,Medicine,London University,London,United Kingdom,1886-09-26,1977-06-03,male,Bristol,United Kingdom,GB,Cambridge,United Kingdom,GB,NA,2,"""for his discovery relating to the production of heat in the muscle""",United Kingdom,Bristol,United Kingdom,Cambridge,London,United Kingdom
312,Otto,Meyerhof,1922,Medicine,Kiel University,Kiel,Germany,1884-04-12,1951-10-06,male,Hanover,Germany,DE,Philadelphia PA,USA,US,NA,2,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",Germany,Hanover,USA,Philadelphia PA,Kiel,Germany
313,Frederick G.,Banting,1923,Medicine,University of Toronto,Toronto,Canada,1891-11-14,1941-02-21,male,Alliston,Canada,CA,Newfoundland,Canada,CA,NA,2,"""for the discovery of insulin""",Canada,Alliston,Canada,Newfoundland,Toronto,Canada
314,John,Macleod,1923,Medicine,University of Toronto,Toronto,Canada,1876-09-06,1935-03-16,male,Cluny,Scotland,GB,Aberdeen,Scotland,GB,NA,2,"""for the discovery of insulin""",Scotland,Cluny,Scotland,Aberdeen,Toronto,Canada
315,Willem,Einthoven,1924,Medicine,Leiden University,Leiden,Netherlands,1860-05-21,1927-09-29,male,Semarang,Indonesia,ID,Leiden,Netherlands,NL,NA,1,"""for his discovery of the mechanism of the electrocardiogram""",Java Dutch East Indies (now Indonesia),Semarang,the Netherlands,Leiden,Leiden,the Netherlands
316,Johannes,Fibiger,1926,Medicine,Copenhagen University,Copenhagen,Denmark,1867-04-23,1928-01-30,male,Silkeborg,Denmark,DK,Copenhagen,Denmark,DK,NA,1,"""for his discovery of the Spiroptera carcinoma""",Denmark,Silkeborg,Denmark,Copenhagen,Copenhagen,Denmark
317,Julius,Wagner-Jauregg,1927,Medicine,Vienna University,Vienna,Austria,1857-03-07,1940-09-27,male,Wels,Austria,AT,Vienna,Austria,AT,NA,1,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",Austria,Wels,Austria,Vienna,Vienna,Austria
318,Charles,Nicolle,1928,Medicine,Institut Pasteur,Tunis,Tunisia,1866-09-21,1936-02-28,male,Rouen,France,FR,Tunis,Tunisia,TN,NA,1,"""for his work on typhus""",France,Rouen,Tunisia,Tunis,Tunis,Tunisia
319,Christiaan,Eijkman,1929,Medicine,Utrecht University,Utrecht,Netherlands,1858-08-11,1930-11-05,male,Nijkerk,Netherlands,NL,Utrecht,Netherlands,NL,NA,2,"""for his discovery of the antineuritic vitamin""",the Netherlands,Nijkerk,the Netherlands,Utrecht,Utrecht,the Netherlands
320,Sir Frederick,Hopkins,1929,Medicine,University of Cambridge,Cambridge,United Kingdom,1861-06-20,1947-05-16,male,Eastbourne,United Kingdom,GB,Cambridge,United Kingdom,GB,NA,2,"""for his discovery of the growth-stimulating vitamins""",United Kingdom,Eastbourne,United Kingdom,Cambridge,Cambridge,United Kingdom
321,Karl,Landsteiner,1930,Medicine,Rockefeller Institute for Medical Research,New York NY,USA,1868-06-14,1943-06-26,male,Vienna,Austria,AT,New York NY,USA,US,NA,1,"""for his discovery of human blood groups""",Austrian Empire (now Austria),Vienna,USA,New York NY,New York NY,USA
322,Otto,Warburg,1931,Medicine,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1883-10-08,1970-08-01,male,Freiburg im Breisgau,Germany,DE,West Berlin,Germany,DE,NA,1,"""for his discovery of the nature and mode of action of the respiratory enzyme""",Germany,Freiburg im Breisgau,West Germany (now Germany),West Berlin,Berlin-Dahlem,Germany
323,Sir Charles,Sherrington,1932,Medicine,University of Oxford,Oxford,United Kingdom,1857-11-27,1952-03-04,male,London,United Kingdom,GB,Eastbourne,United Kingdom,GB,NA,2,"""for their discoveries regarding the functions of neurons""",United Kingdom,London,United Kingdom,Eastbourne,Oxford,United Kingdom
324,Edgar,Adrian,1932,Medicine,University of Cambridge,Cambridge,United Kingdom,1889-11-30,1977-08-08,male,London,United Kingdom,GB,Cambridge,United Kingdom,GB,NA,2,"""for their discoveries regarding the functions of neurons""",United Kingdom,London,United Kingdom,Cambridge,Cambridge,United Kingdom
325,Thomas H.,Morgan,1933,Medicine,California Institute of Technology (Caltech),Pasadena CA,USA,1866-09-25,1945-12-04,male,Lexington KY,USA,US,Pasadena CA,USA,US,NA,1,"""for his discoveries concerning the role played by the chromosome in heredity""",USA,Lexington KY,USA,Pasadena CA,Pasadena CA,USA
326,George H.,Whipple,1934,Medicine,University of Rochester,Rochester NY,USA,1878-08-28,1976-02-01,male,Ashland NH,USA,US,Rochester NY,USA,US,NA,3,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,Ashland NH,USA,Rochester NY,Rochester NY,USA
327,George R.,Minot,1934,Medicine,Harvard University,Cambridge MA,USA,1885-12-02,1950-02-25,male,Boston MA,USA,US,Brookline MA,USA,US,NA,3,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,Boston MA,USA,Brookline MA,Cambridge MA,USA
328,William P.,Murphy,1934,Medicine,Harvard University,Cambridge MA,USA,1892-02-06,1987-10-09,male,Stoughton WI,USA,US,Brookline MA,USA,US,NA,3,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,Stoughton WI,USA,Brookline MA,Cambridge MA,USA
329,Hans,Spemann,1935,Medicine,University of Freiburg im Breisgau,Breisgau,Germany,1869-06-27,1941-09-12,male,Stuttgart,Germany,DE,Freiburg im Breisgau,Germany,DE,NA,1,"""for his discovery of the organizer effect in embryonic development""",Württemberg (now Germany),Stuttgart,Germany,Freiburg im Breisgau,Breisgau,Germany
330,Sir Henry,Dale,1936,Medicine,National Institute for Medical Research,London,United Kingdom,1875-06-09,1968-07-23,male,London,United Kingdom,GB,Cambridge,United Kingdom,GB,NA,2,"""for their discoveries relating to chemical transmission of nerve impulses""",United Kingdom,London,United Kingdom,Cambridge,London,United Kingdom
331,Otto,Loewi,1936,Medicine,Graz University,Graz,Austria,1873-06-03,1961-12-25,male,Frankfurt-on-the-Main,Germany,DE,New York NY,USA,US,NA,2,"""for their discoveries relating to chemical transmission of nerve impulses""",Germany,Frankfurt-on-the-Main,USA,New York NY,Graz,Austria
332,Albert,Szent-Györgyi,1937,Medicine,Szeged University,Szeged,Hungary,1893-09-16,1986-10-22,male,Budapest,Hungary,HU,Woods Hole MA,USA,US,NA,1,"""for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid""",Austria-Hungary (now Hungary),Budapest,USA,Woods Hole MA,Szeged,Hungary
333,Corneille,Heymans,1938,Medicine,Ghent University,Ghent,Belgium,1892-03-28,1968-07-18,male,Ghent,Belgium,BE,Knokke,Belgium,BE,NA,1,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",Belgium,Ghent,Belgium,Knokke,Ghent,Belgium
334,Gerhard,Domagk,1939,Medicine,Munster University,Munster,Germany,1895-10-30,1964-04-24,male,Lagow,Poland,PL,Burgberg,Germany,DE,NA,1,"""for the discovery of the antibacterial effects of prontosil""",Germany (now Poland),Lagow,West Germany (now Germany),Burgberg,Munster,Germany
335,Henrik,Dam,1943,Medicine,Polytechnic Institute,Copenhagen,Denmark,1895-02-21,1976-04-17,male,Copenhagen,Denmark,DK,Copenhagen,Denmark,DK,NA,2,"""for his discovery of vitamin K""",Denmark,Copenhagen,Denmark,Copenhagen,Copenhagen,Denmark
336,Edward A.,Doisy,1943,Medicine,Saint Louis University,St. Louis MO,USA,1893-11-13,1986-10-23,male,Hume IL,USA,US,St. Louis MO,USA,US,NA,2,"""for his discovery of the chemical nature of vitamin K""",USA,Hume IL,USA,St. Louis MO,St. Louis MO,USA
337,Joseph,Erlanger,1944,Medicine,Washington University,St. Louis MO,USA,1874-01-05,1965-12-05,male,San Francisco CA,USA,US,St. Louis MO,USA,US,NA,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",USA,San Francisco CA,USA,St. Louis MO,St. Louis MO,USA
338,Herbert S.,Gasser,1944,Medicine,Rockefeller Institute for Medical Research,New York NY,USA,1888-07-05,1963-05-11,male,Platteville WI,USA,US,New York NY,USA,US,NA,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",USA,Platteville WI,USA,New York NY,New York NY,USA
339,Sir Alexander,Fleming,1945,Medicine,London University,London,United Kingdom,1881-08-06,1955-03-11,male,Lochfield,Scotland,GB,London,United Kingdom,GB,NA,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",Scotland,Lochfield,United Kingdom,London,London,United Kingdom
340,Ernst B.,Chain,1945,Medicine,University of Oxford,Oxford,United Kingdom,1906-06-19,1979-08-12,male,Berlin,Germany,DE,Mulrany,Ireland,IE,NA,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",Germany,Berlin,Ireland,Mulrany,Oxford,United Kingdom
341,Sir Howard,Florey,1945,Medicine,University of Oxford,Oxford,United Kingdom,1898-09-24,1968-02-21,male,Adelaide,Australia,AU,Oxford,United Kingdom,GB,NA,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",Australia,Adelaide,United Kingdom,Oxford,Oxford,United Kingdom
342,Hermann J.,Muller,1946,Medicine,Indiana University,Bloomington IN,USA,1890-12-21,1967-04-05,male,New York NY,USA,US,Indianapolis IN,USA,US,NA,1,"""for the discovery of the production of mutations by means of X-ray irradiation""",USA,New York NY,USA,Indianapolis IN,Bloomington IN,USA
343,Carl,Cori,1947,Medicine,Washington University,St. Louis MO,USA,1896-12-05,1984-10-20,male,Prague,Czech Republic,CZ,Cambridge MA,USA,US,NA,4,"""for their discovery of the course of the catalytic conversion of glycogen""",Austria-Hungary (now Czech Republic),Prague,USA,Cambridge MA,St. Louis MO,USA
344,Gerty,Cori,1947,Medicine,Washington University,St. Louis MO,USA,1896-08-15,1957-10-26,female,Prague,Czech Republic,CZ,St. Louis MO,USA,US,NA,4,"""for their discovery of the course of the catalytic conversion of glycogen""",Austria-Hungary (now Czech Republic),Prague,USA,St. Louis MO,St. Louis MO,USA
345,Bernardo,Houssay,1947,Medicine,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,1887-04-10,1971-09-21,male,Buenos Aires,Argentina,AR,Buenos Aires,Argentina,AR,NA,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",Argentina,Buenos Aires,Argentina,Buenos Aires,Buenos Aires,Argentina
346,Paul,Müller,1948,Medicine,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,1899-01-12,1965-10-12,male,Olten,Switzerland,CH,Basel,Switzerland,CH,NA,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",Switzerland,Olten,Switzerland,Basel,Basel,Switzerland
347,Walter,Hess,1949,Medicine,University of Zurich,Zurich,Switzerland,1881-03-17,1973-08-12,male,Frauenfeld,Switzerland,CH,Ascona,Switzerland,CH,NA,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",Switzerland,Frauenfeld,Switzerland,Ascona,Zurich,Switzerland
348,Egas,Moniz,1949,Medicine,University of Lisbon,Lisbon,Portugal,1874-11-29,1955-12-13,male,Avanca,Portugal,PT,Lisbon,Portugal,PT,NA,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",Portugal,Avanca,Portugal,Lisbon,Lisbon,Portugal
349,Edward C.,Kendall,1950,Medicine,Mayo Clinic,Rochester MN,USA,1886-03-08,1972-05-04,male,South Norwalk CT,USA,US,Princeton NJ,USA,US,NA,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",USA,South Norwalk CT,USA,Princeton NJ,Rochester MN,USA
350,Tadeus,Reichstein,1950,Medicine,Basel University,Basel,Switzerland,1897-07-20,1996-08-01,male,Wloclawek,Poland,PL,Basel,Switzerland,CH,NA,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",Poland,Wloclawek,Switzerland,Basel,Basel,Switzerland
351,Philip S.,Hench,1950,Medicine,Mayo Clinic,Rochester MN,USA,1896-02-28,1965-03-30,male,Pittsburgh PA,USA,US,Ocho Rios,Jamaica,JM,NA,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",USA,Pittsburgh PA,Jamaica,Ocho Rios,Rochester MN,USA
352,Max,Theiler,1951,Medicine,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA,1899-01-30,1972-08-11,male,Pretoria,South Africa,ZA,New Haven CT,USA,US,NA,1,"""for his discoveries concerning yellow fever and how to combat it""",South Africa,Pretoria,USA,New Haven CT,New York NY,USA
353,Selman A.,Waksman,1952,Medicine,Rutgers University,New Brunswick NJ,USA,1888-07-22,1973-08-16,male,Nova Pryluka,Ukraine,UA,Hyannis MA,USA,US,NA,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",Russian Empire (now Ukraine),Priluka (now Nova Pryluka),USA,Hyannis MA,New Brunswick NJ,USA
354,Hans,Krebs,1953,Medicine,Sheffield University,Sheffield,United Kingdom,1900-08-25,1981-11-22,male,Hildesheim,Germany,DE,Oxford,United Kingdom,GB,NA,2,"""for his discovery of the citric acid cycle""",Germany,Hildesheim,United Kingdom,Oxford,Sheffield,United Kingdom
355,Fritz,Lipmann,1953,Medicine,Harvard Medical School,Boston MA,USA,1899-06-12,1986-07-24,male,Kaliningrad,Russia,RU,Poughkeepsie NY,USA,US,NA,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",Germany (now Russia),Koenigsberg (now Kaliningrad),USA,Poughkeepsie NY,Boston MA,USA
356,John F.,Enders,1954,Medicine,Harvard Medical School,Boston MA,USA,1897-02-10,1985-09-08,male,West Hartford CT,USA,US,Waterford CT,USA,US,NA,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,West Hartford CT,USA,Waterford CT,Boston MA,USA
357,Thomas H.,Weller,1954,Medicine,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA,1915-06-15,2008-08-23,male,Ann Arbor MI,USA,US,Needham MA,USA,US,NA,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,Ann Arbor MI,USA,Needham MA,Boston MA,USA
358,Frederick C.,Robbins,1954,Medicine,Western Reserve University,Cleveland OH,USA,1916-08-25,2003-08-04,male,Auburn AL,USA,US,Cleveland OH,USA,US,NA,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,Auburn AL,USA,Cleveland OH,Cleveland OH,USA
359,Hugo,Theorell,1955,Medicine,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden,1903-07-06,1982-08-15,male,Linköping,Sweden,SE,Stockholm,Sweden,SE,NA,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",Sweden,Linköping,Sweden,Stockholm,Stockholm,Sweden
360,André F.,Cournand,1956,Medicine,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA,1895-09-24,1988-02-19,male,Paris,France,FR,Great Barrington MA,USA,US,NA,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",France,Paris,USA,Great Barrington MA,New York NY,USA
361,Werner,Forssmann,1956,Medicine,Mainz University,Mainz,Germany,1904-08-29,1979-06-01,male,Berlin,Germany,DE,Schopfheim,Germany,DE,NA,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",Germany,Berlin,West Germany (now Germany),Schopfheim,Mainz,Germany
362,Dickinson W.,Richards,1956,Medicine,Columbia University,New York NY,USA,1895-10-30,1973-02-23,male,Orange NJ,USA,US,Lakeville CT,USA,US,NA,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",USA,Orange NJ,USA,Lakeville CT,New York NY,USA
363,Daniel,Bovet,1957,Medicine,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1907-03-23,1992-04-08,male,Neuchâtel,Switzerland,CH,Rome,Italy,IT,NA,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",Switzerland,Neuchâtel,Italy,Rome,Rome,Italy
364,George,Beadle,1958,Medicine,California Institute of Technology (Caltech),Pasadena CA,USA,1903-10-22,1989-06-09,male,Wahoo NE,USA,US,Pomona CA,USA,US,NA,4,"""for their discovery that genes act by regulating definite chemical events""",USA,Wahoo NE,USA,Pomona CA,Pasadena CA,USA
365,Edward,Tatum,1958,Medicine,Rockefeller Institute for Medical Research,New York NY,USA,1909-12-14,1975-11-05,male,Boulder CO,USA,US,New York NY,USA,US,NA,4,"""for their discovery that genes act by regulating definite chemical events""",USA,Boulder CO,USA,New York NY,New York NY,USA
366,Joshua,Lederberg,1958,Medicine,University of Wisconsin,Madison WI,USA,1925-05-23,2008-02-02,male,Montclair NJ,USA,US,New York NY,USA,US,NA,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",USA,Montclair NJ,USA,New York NY,Madison WI,USA
367,Severo,Ochoa,1959,Medicine,New York University College of Medicine,New York NY,USA,1905-09-24,1993-11-01,male,Luarca,Spain,ES,Madrid,Spain,ES,NA,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Spain,Luarca,Spain,Madrid,New York NY,USA
368,Arthur,Kornberg,1959,Medicine,Stanford University,Stanford CA,USA,1918-03-03,2007-10-26,male,Brooklyn NY,USA,US,Stanford CA,USA,US,NA,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",USA,Brooklyn NY,USA,Stanford CA,Stanford CA,USA
369,Sir Frank Macfarlane,Burnet,1960,Medicine,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,1899-09-03,1985-08-31,male,Traralgon,Australia,AU,Melbourne,Australia,AU,NA,2,"""for discovery of acquired immunological tolerance""",Australia,Traralgon,Australia,Melbourne,Melbourne,Australia
370,Peter,Medawar,1960,Medicine,University College,London,United Kingdom,1915-02-28,1987-10-02,male,Rio de Janeiro,Brazil,BR,London,United Kingdom,GB,NA,2,"""for discovery of acquired immunological tolerance""",Brazil,Rio de Janeiro,United Kingdom,London,London,United Kingdom
371,Georg,von Békésy,1961,Medicine,Harvard University,Cambridge MA,USA,1899-06-03,1972-06-13,male,Budapest,Hungary,HU,Honolulu HI,USA,US,NA,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",Hungary,Budapest,USA,Honolulu HI,Cambridge MA,USA
372,Francis,Crick,1962,Medicine,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1916-06-08,2004-07-28,male,Northampton,United Kingdom,GB,San Diego CA,USA,US,NA,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",United Kingdom,Northampton,USA,San Diego CA,Cambridge,United Kingdom
373,James,Watson,1962,Medicine,Harvard University,Cambridge MA,USA,1928-04-06,NA,male,Chicago IL,USA,US,NA,NA,NA,NA,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",USA,Chicago IL,NA,NA,Cambridge MA,USA
374,Maurice,Wilkins,1962,Medicine,London University,London,United Kingdom,1916-12-15,2004-10-05,male,Pongaroa,New Zealand,NZ,London,United Kingdom,GB,NA,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",New Zealand,Pongaroa,United Kingdom,London,London,United Kingdom
375,Sir John,Eccles,1963,Medicine,Australian National University,Canberra,Australia,1903-01-27,1997-05-02,male,Melbourne,Australia,AU,Contra,Switzerland,CH,NA,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",Australia,Melbourne,Switzerland,Contra,Canberra,Australia
376,Alan,Hodgkin,1963,Medicine,University of Cambridge,Cambridge,United Kingdom,1914-02-05,1998-12-20,male,Banbury,United Kingdom,GB,Cambridge,United Kingdom,GB,NA,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",United Kingdom,Banbury,United Kingdom,Cambridge,Cambridge,United Kingdom
377,Andrew,Huxley,1963,Medicine,University College,London,United Kingdom,1917-11-22,2012-05-30,male,Hampstead,United Kingdom,GB,Grantchester,United Kingdom,GB,NA,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",United Kingdom,Hampstead,United Kingdom,Grantchester,London,United Kingdom
378,Konrad,Bloch,1964,Medicine,Harvard University,Cambridge MA,USA,1912-01-21,2000-10-15,male,Nysa,Poland,PL,Burlington MA,USA,US,NA,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Germany (now Poland),Neisse (now Nysa),USA,Burlington MA,Cambridge MA,USA
379,Feodor,Lynen,1964,Medicine,Max-Planck-Institut für Zellchemie,Munich,Germany,1911-04-06,1979-08-06,male,Munich,Germany,DE,Munich,Germany,DE,NA,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Germany,Munich,Germany,Munich,Munich,Germany
380,François,Jacob,1965,Medicine,Institut Pasteur,Paris,France,1920-06-17,2013-04-19,male,Nancy,France,FR,Paris,France,FR,NA,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,Nancy,France,Paris,Paris,France
381,André,Lwoff,1965,Medicine,Institut Pasteur,Paris,France,1902-05-08,1994-09-30,male,Ainay-le-Château,France,FR,Paris,France,FR,NA,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,Ainay-le-Château,France,Paris,Paris,France
382,Jacques,Monod,1965,Medicine,Institut Pasteur,Paris,France,1910-02-09,1976-05-31,male,Paris,France,FR,Cannes,France,FR,NA,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,Paris,France,Cannes,Paris,France
